project,methodPath,releaseId,loc,cyclomaticComplexity,cognitiveComplexity,statements,nestingDepth,parameterCount,codeSmells,bugginess
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/fenceLedger,release-4.1.0,6,0,0,0,1,2,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/shutdown,release-4.1.0,19,0,0,0,3,1,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedgerForEntry,release-4.1.0,15,0,0,0,1,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/checkEnvironment,release-4.1.0,69,0,0,0,4,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/recoveryAddEntry,release-4.1.0,6,0,0,0,1,4,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/instantiateZookeeperClient,release-4.1.0,8,0,0,0,1,1,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/unregisterJMX,release-4.1.0,20,0,0,0,2,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/addEntryInternal,release-4.1.0,10,0,0,0,1,4,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getEntry,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/NoEntryException,release-4.1.0,5,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedger,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/SyncThread,release-4.1.0,7,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/run,release-4.1.0,33,0,0,0,4,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/shutdown,release-4.1.0,7,0,0,0,1,0,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/writeComplete,release-4.1.0,3,0,0,0,0,5,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/process,release-4.1.0,33,0,0,0,3,3,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/NoLedgerException,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedgerId,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/process,release-4.1.0,15,0,0,0,2,1,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java/getName,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java/BookieBean,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java/isHidden,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java/getQueueLength,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/LedgerFencedException,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/BookieIllegalOpException,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/UpgradeException,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/UpgradeException,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/UpgradeException,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/BookieUnauthorizedAccessException,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/InvalidCookieException,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/InvalidCookieException,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/getMessage,release-4.1.0,32,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/BookieException,release-4.1.0,3,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/getCode,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/setCode,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/BookieException,release-4.1.0,3,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/create,release-4.1.0,14,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/BookieException,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java/getQueueLength,release-4.1.0,1,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/position,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/flush,release-4.1.0,14,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/read,release-4.1.0,57,0,0,0,4,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/getFileChannel,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/write,release-4.1.0,24,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/BufferedChannel,release-4.1.0,6,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/size,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/writeToDirectory,release-4.1.0,15,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/writeToZooKeeper,release-4.1.0,21,0,0,0,3,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/parse,release-4.1.0,15,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/generateCookie,release-4.1.0,14,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/deleteFromZooKeeper,release-4.1.0,7,0,0,0,1,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/readFromZooKeeper,release-4.1.0,8,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/verify,release-4.1.0,5,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/getZkPath,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/toString,release-4.1.0,5,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/Cookie,release-4.1.0,2,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java/readFromDirectory,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/process,release-4.1.0,1,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/accept,release-4.1.0,1,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/setLastLogId,release-4.1.0,16,0,0,0,2,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getLastLogId,release-4.1.0,27,0,0,0,2,1,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/EntryLogger,release-4.1.0,16,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/createNewLog,release-4.1.0,26,0,0,0,3,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getChannelForLogId,release-4.1.0,18,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/logExists,release-4.1.0,9,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/readLastLogId,release-4.1.0,27,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/readEntry,release-4.1.0,40,0,0,0,1,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/shutdown,release-4.1.0,14,0,0,0,2,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getCurrentLogId,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/findFile,release-4.1.0,9,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/removeEntryLog,release-4.1.0,23,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/flush,release-4.1.0,5,0,0,0,1,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/addEntry,release-4.1.0,12,0,0,0,1,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/scanEntryLog,release-4.1.0,47,0,0,0,2,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/accept,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/readAbsolute,release-4.1.0,13,0,0,0,2,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/size,release-4.1.0,8,0,0,0,1,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/writeHeader,release-4.1.0,10,0,0,0,0,0,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/write,release-4.1.0,22,0,0,0,3,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/checkParents,release-4.1.0,9,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/read,release-4.1.0,3,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/getMasterKey,release-4.1.0,4,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/readHeader,release-4.1.0,33,0,0,0,2,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/close,release-4.1.0,7,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/release,release-4.1.0,11,0,0,0,2,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/checkOpen,release-4.1.0,34,0,0,0,3,1,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/FileInfo,release-4.1.0,4,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/use,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/delete,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/accept,release-4.1.0,3,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/process,release-4.1.0,5,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/finalizeUpgrade,release-4.1.0,33,0,0,0,6,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/linkIndexDirectories,release-4.1.0,21,0,0,0,3,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/detectPreviousVersion,release-4.1.0,25,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/newZookeeper,release-4.1.0,24,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/upgrade,release-4.1.0,60,0,0,0,4,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/main,release-4.1.0,52,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/getAllDirectories,release-4.1.0,8,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/rollback,release-4.1.0,39,0,0,0,4,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/printHelp,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/containsIndexFiles,release-4.1.0,21,0,0,0,4,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java/accept,release-4.1.0,9,0,0,0,1,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/gc,release-4.1.0,8,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java/accept,release-4.1.0,3,0,0,0,0,1,0,no
