project,methodPath,releaseId,loc,cyclomaticComplexity,cognitiveComplexity,statements,nestingDepth,parameterCount,codeSmells,bugginess
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/ready,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getRC,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/LastConfirmedCtx,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getlastConfirmed,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/setLastConfirmed,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/setRC,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/processResult,release-4.1.0,16,0,0,0,1,5,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/processResult,release-4.1.0,24,0,0,0,1,4,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLength,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/handleUnrecoverableErrorDuringAdd,release-4.1.0,7,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncClose,release-4.1.0,3,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getDigestManager,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/close,release-4.1.0,9,0,0,0,1,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getAvailablePermits,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncReadEntries,release-4.1.0,12,0,0,0,1,4,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncReadLastConfirmed,release-4.1.0,17,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/recover,release-4.1.0,40,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getId,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/rereadMetadata,release-4.1.0,21,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readEntries,release-4.1.0,10,0,0,0,1,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addEntry,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getDistributionSchedule,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncAddEntry,release-4.1.0,4,0,0,0,0,5,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLedgerKey,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addEntry,release-4.1.0,13,0,0,0,1,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/errorOutPendingAdds,release-4.1.0,6,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addToLength,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readLastConfirmed,release-4.1.0,11,0,0,0,2,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLastAddPushed,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncCloseInternal,release-4.1.0,61,0,0,0,0,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/handleBookieFailure,release-4.1.0,67,0,0,0,1,2,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLedgerMetadata,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncRecoveryAddEntry,release-4.1.0,4,0,0,0,0,5,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/writeLedgerConfig,release-4.1.0,6,0,0,0,1,2,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/sendAddSuccessCallbacks,release-4.1.0,11,0,0,0,2,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLastAddConfirmed,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/doAsyncAddEntry,release-4.1.0,38,0,0,0,2,6,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncAddEntry,release-4.1.0,3,0,0,0,0,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/LedgerHandle,release-4.1.0,18,0,0,0,1,5,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeRun,release-4.1.0,4,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readLastConfirmedComplete,release-4.1.0,8,0,0,0,1,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readLastConfirmedDataComplete,release-4.1.0,11,0,0,0,1,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/operationComplete,release-4.1.0,22,0,0,0,2,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeRun,release-4.1.0,56,0,0,0,1,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeRun,release-4.1.0,37,0,0,0,1,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readComplete,release-4.1.0,9,0,0,0,1,4,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/closeComplete,release-4.1.0,8,0,0,0,1,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/operationComplete,release-4.1.0,20,0,0,0,2,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/resolveConflict,release-4.1.0,23,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getNextEnsembleChange,release-4.1.0,9,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/serialize,release-4.1.0,19,0,0,0,2,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/LedgerMetadata,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/isInRecovery,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/isClosed,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/updateZnodeStatus,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/updateZnodeStatus,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/LedgerMetadata,release-4.1.0,7,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/close,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/addEnsemble,release-4.1.0,5,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/parseConfig,release-4.1.0,45,0,0,0,3,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getEnsembles,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getZnodeVersion,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getEnsemble,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/markLedgerInRecovery,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/operationComplete,release-4.1.0,11,0,0,0,1,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/processResult,release-4.1.0,70,0,0,0,2,5,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/initiateWithoutRecovery,release-4.1.0,4,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/LedgerOpenOp,release-4.1.0,9,0,0,0,0,6,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/initiate,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/readLastConfirmedComplete,release-4.1.0,9,0,0,0,1,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/readLastConfirmedDataComplete,release-4.1.0,13,0,0,0,1,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/closeComplete,release-4.1.0,10,0,0,0,1,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/readComplete,release-4.1.0,31,0,0,0,2,4,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/LedgerRecoveryOp,release-4.1.0,5,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/doRecoveryRead,release-4.1.0,4,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/addComplete,release-4.1.0,8,0,0,0,1,4,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/initiate,release-4.1.0,19,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java/initialValue,release-4.1.0,13,0,0,0,1,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java/MacDigestManager,release-4.1.0,4,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java/genDigest,release-4.1.0,6,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java/getValueAndReset,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java/update,release-4.1.0,3,0,0,0,0,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java/getMacCodeLength,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java/submitCallback,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java/PendingAddOp,release-4.1.0,8,0,0,0,0,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java/writeComplete,release-4.1.0,31,0,0,0,2,5,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java/unsetSuccessAndSendWriteRequest,release-4.1.0,20,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java/initiate,release-4.1.0,7,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java/setEntryId,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java/enableRecoveryAdd,release-4.1.0,4,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java/sendWriteRequest,release-4.1.0,4,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java/logErrorAndReattemptRead,release-4.1.0,7,0,0,0,0,3,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java/initiate,release-4.1.0,19,0,0,0,2,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java/nextElement,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java/size,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java/sendRead,release-4.1.0,10,0,0,0,1,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java/PendingReadOp,release-4.1.0,9,0,0,0,0,5,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java/submitCallback,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java/hasMoreElements,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java/readEntryComplete,release-4.1.0,33,0,0,0,2,5,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java/readLastConfirmedDataComplete,release-4.1.0,1,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java/ReadLastConfirmedOp,release-4.1.0,7,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java/initiateWithFencing,release-4.1.0,5,0,0,0,1,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java/initiate,release-4.1.0,5,0,0,0,1,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java/readEntryComplete,release-4.1.0,36,0,0,0,3,5,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java/asyncAddEntry,release-4.1.0,4,0,0,0,0,5,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java/addEntry,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java/close,release-4.1.0,2,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java/addEntry,release-4.1.0,4,0,0,0,0,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java/asyncClose,release-4.1.0,3,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java/ReadOnlyLedgerHandle,release-4.1.0,3,0,0,0,0,5,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java/asyncAddEntry,release-4.1.0,3,0,0,0,0,3,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java/RRQuorumCoverageSet,release-4.1.0,4,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java/addBookieAndCheckCovered,release-4.1.0,16,0,0,0,3,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java/RoundRobinDistributionSchedule,release-4.1.0,4,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java/getCoverageSet,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java/getBookieIndex,release-4.1.0,3,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java/getReplicaIndex,release-4.1.0,4,0,0,0,0,2,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java/inc,release-4.1.0,4,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java/total,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java/setrc,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java/getSequence,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java/block,release-4.1.0,9,0,0,0,2,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java/dec,release-4.1.0,4,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java/setSequence,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java/setLh,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java/getrc,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java/getLh,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java/getLedgerManagerType,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java/loadConf,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java/getZkLedgersRootPath,release-4.1.0,3,0,0,0,0,0,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java/setZkLedgersRootPath,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java/getZkAvailableBookiesPath,release-4.1.0,3,0,0,0,0,0,0,yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java/AbstractConfiguration,release-4.1.0,4,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java/loadConf,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java/setLedgerManagerType,release-4.1.0,3,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/getBookieRecoveryDigestType,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/setReadTimeout,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/setThrottleValue,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/getZkServers,release-4.1.0,7,0,0,0,1,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/getBookieRecoveryPasswd,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/ClientConfiguration,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/getNumWorkerThreads,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/setBookieRecoveryDigestType,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/setZkServers,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/ClientConfiguration,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/setZkTimeout,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/getClientTcpNoDelay,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/setClientTcpNoDelay,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/getReadTimeout,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/setNumWorkerThreads,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/getThrottleValue,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/setBookieRecoveryPasswd,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/getZkTimeout,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getLedgerDirs,release-4.1.0,11,0,0,0,1,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getBookiePort,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getMajorCompactionThreshold,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/ServerConfiguration,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getGcWaitTime,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getMajorCompactionInterval,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setServerTcpNoDelay,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setMajorCompactionThreshold,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setLedgerDirNames,release-4.1.0,7,0,0,0,1,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getZkServers,release-4.1.0,7,0,0,0,1,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setMaxBackupJournals,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setMinorCompactionThreshold,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getPageSize,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getMaxBackupJournals,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/ServerConfiguration,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getMinorCompactionThreshold,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setPageSize,release-4.1.0,4,0,0,0,0,1,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getPageLimit,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getMaxJournalSize,release-4.1.0,3,0,0,0,0,0,0,no
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setZkTimeout,release-4.1.0,4,0,0,0,0,1,0,no
