project,releaseId,methodPath,loc,cyclomaticComplexity,cognitiveComplexity,statements,nestingDepth,parameterCount,codeSmells,bugginess
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedger,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getEntry,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/NoEntryException,5,0,0,0,0,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/accept,8,0,0,0,1,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/toString,5,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/readLog,24,0,0,0,4,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/setLastLogMark,4,0,0,0,0,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/rollLog,21,0,0,0,2,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/markLog,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/LastLogMark,4,0,0,0,0,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/accept,1,0,0,0,0,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/main,17,0,0,0,1,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLastLogMark,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedgerForEntry,9,0,0,0,1,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/createHandle,3,0,0,0,0,2,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/checkDirectoryLayoutVersion,36,0,0,0,2,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/Bookie,90,0,0,0,3,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/instantiateZookeeperClient,9,0,0,0,1,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/openChannel,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/isRunning,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/readEntry,12,0,0,0,2,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getHandle,30,0,0,0,4,3,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/addEntry,14,0,0,0,3,4,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/shutdown,15,0,0,0,1,0,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/createDirectoryLayoutVersionFile,15,0,0,0,2,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/registerBookie,12,0,0,0,1,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/fenceLedger,6,0,0,0,1,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getHandle,26,0,0,0,4,2,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/addEntryInternal,10,0,0,0,1,4,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/putHandle,5,0,0,0,1,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/fullRead,11,0,0,0,2,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/run,67,0,0,0,6,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/openChannel,10,0,0,0,1,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/recoveryAddEntry,11,0,0,0,2,4,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/listJournalIds,22,0,0,0,3,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/newZookeeper,27,0,0,0,0,2,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/incCount,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/writeComplete,6,0,0,0,1,5,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/waitZero,5,0,0,0,1,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/QueueEntry,7,0,0,0,0,5,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedgerId,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/NoLedgerException,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/process,20,0,0,0,2,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/LedgerFencedException,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/BookieUnauthorizedAccessException,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/getMessage,12,0,0,0,1,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/create,10,0,0,0,1,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/getCode,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/setCode,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/BookieException,3,0,0,0,0,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java/BookieIllegalOpException,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/position,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/flush,14,0,0,0,2,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/read,57,0,0,0,4,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/getFileChannel,3,0,0,0,0,0,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/write,24,0,0,0,2,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/BufferedChannel,6,0,0,0,0,2,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java/size,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getChannelForLogId,19,0,0,0,2,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/EntryLogger,15,0,0,0,2,2,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/createLogId,15,0,0,0,1,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/readEntry,40,0,0,0,1,3,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/testAndClearSomethingWritten,8,0,0,0,1,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/openNewChannel,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/extractLedgersFromEntryLogs,51,0,0,0,4,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/shutdown,11,0,0,0,1,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/flush,5,0,0,0,1,0,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/addEntry,13,0,0,0,1,2,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/setLastLogId,16,0,0,0,2,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/findFile,9,0,0,0,2,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/getLastLogId,27,0,0,0,2,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/gc,8,0,0,0,1,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/GarbageCollectorThread,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/doGcEntryLogs,32,0,0,0,4,0,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/doGcLedgers,13,0,0,0,0,0,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/run,18,0,0,0,3,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/size,7,0,0,0,1,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/close,6,0,0,0,1,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/getFile,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/release,11,0,0,0,2,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/readAbsolute,12,0,0,0,2,2,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/use,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/readMasterKey,18,0,0,0,1,0,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/read,3,0,0,0,0,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/FileInfo,12,0,0,0,1,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/write,20,0,0,0,3,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/writeMasterKey,12,0,0,0,1,1,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/compare,3,0,0,0,0,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/updatePage,21,0,0,0,2,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getEntriesPerPage,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/grabCleanPage,52,0,0,0,5,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/LedgerCache,16,0,0,0,1,2,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/pickDirs,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/deleteLedger,22,0,0,0,1,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/writeBuffers,26,0,0,0,2,5,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getEntryOffset,20,0,0,0,3,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/putIntoTable,8,0,0,0,1,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getFileInfo,38,0,0,0,4,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/flushLedger,97,0,0,0,6,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getFromTable,7,0,0,0,1,3,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getPageSize,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getActiveLedgers,19,0,0,0,7,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/checkParents,9,0,0,0,1,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getLedgerEntryPage,14,0,0,0,2,3,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getLastEntry,20,0,0,0,4,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/getLedgerName,12,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java/putEntryOffset,17,0,0,0,2,3,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/LedgerDescriptor,5,0,0,0,0,3,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/getLedgerId,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/setMasterKey,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/setFenced,3,0,0,0,0,0,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/isFenced,3,0,0,0,0,0,0,yes
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/decRef,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/addEntry,11,0,0,0,1,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/readEntry,40,0,0,0,6,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/close,2,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/getRefCnt,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/incRef,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java/cmpMasterKey,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getFirstEntry,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/setOffset,6,0,0,0,0,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/LedgerEntryPage,5,0,0,0,0,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/toString,9,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/equals,4,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/inUse,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/isPinned,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/checkPage,5,0,0,0,1,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getOffset,4,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/releasePage,6,0,0,0,1,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/setClean,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/readPage,10,0,0,0,2,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getVersion,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/isClean,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/pin,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/zeroPage,6,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/setLedger,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/usePage,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/hashCode,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/unpin,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getLastEntry,8,0,0,0,2,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getPageToWrite,5,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/setFirstEntry,6,0,0,0,1,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getLedger,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/read,3,0,0,0,0,3,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/write,3,0,0,0,0,3,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/read,3,0,0,0,0,2,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/size,3,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/transferFrom,3,0,0,0,0,3,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/implCloseChannel,2,0,0,0,0,0,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/force,2,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/write,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/map,3,0,0,0,0,3,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/truncate,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/read,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/tryLock,3,0,0,0,0,3,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/position,3,0,0,0,0,1,0,no
bookkeeper,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/transferTo,3,0,0,0,0,3,0,no
