project,releaseId,methodPath,loc,cyclomaticComplexity,cognitiveComplexity,statements,nestingDepth,parameterCount,codeSmells,bugginess
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/asyncRecoverBookieData,13,0,0,0,0,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/format,59,0,0,0,4,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/openLedgerNoRecovery,10,0,0,0,1,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/close,4,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult,4,0,0,0,0,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/ResultCallBack,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult,8,0,0,0,1,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverComplete,9,0,0,0,1,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult,3,0,0,0,0,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/RecoverCallbackWrapper,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/initialValue,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/update,3,0,0,0,0,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/getValueAndReset,7,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/getMacCodeLength,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/CRC32DigestManager,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/getMacCodeLength,1,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/instantiate,10,0,0,0,1,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest,3,0,0,0,0,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest,28,0,0,0,2,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/getValueAndReset,1,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/update,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigestAndReturnData,5,0,0,0,0,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/update,1,0,0,0,0,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/DigestManager,4,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/computeDigestAndPackageForSending,17,0,0,0,0,6,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigestAndReturnLastConfirmed,8,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/RecoveryData,4,0,0,0,0,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/addBookieAndCheckCovered,1,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/getWriteSet,1,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/getCoverageSet,1,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/getAckSet,1,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/hasEntry,1,0,0,0,0,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/removeBookie,1,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/addBookieAndCheck,1,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java/ReadManyEntriesCallback,5,0,0,0,0,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java/readEntryComplete,10,0,0,0,2,5,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java/readEntryComplete,8,0,0,0,1,5,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java/EntryExistsCallback,4,0,0,0,0,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java/verifyLedgerFragment,20,0,0,0,2,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java/LedgerChecker,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java/checkLedger,45,0,0,0,3,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java/checkFragments,17,0,0,0,2,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java/operationComplete,6,0,0,0,1,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java/operationComplete,8,0,0,0,1,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java/FullLedgerCallback,5,0,0,0,0,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/operationComplete,20,0,0,0,1,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/initiate,13,0,0,0,1,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/LedgerCreateOp,8,0,0,0,0,8,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java/safeOperationComplete,3,0,0,0,0,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java/initiate,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java/LedgerDeleteOp,7,0,0,0,0,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getEntryId,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getLedgerId,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getLength,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getEntry,11,0,0,0,1,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getEntryInputStream,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/LedgerEntry,4,0,0,0,0,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java/getFirstStoredEntryId,12,0,0,0,2,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java/getLastStoredEntryId,12,0,0,0,2,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java/getLastKnownEntryId,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java/toString,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java/getAddress,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java/LedgerFragment,10,0,0,0,0,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java/getFirstEntryId,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java/getLedgerId,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java/getBookiesIndex,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java/isClosed,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java/getEnsemble,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/writeComplete,11,0,0,0,2,5,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/replicateFragmentInternal,27,0,0,0,1,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/splitIntoSubFragments,26,0,0,0,1,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/recoverLedgerFragmentEntry,29,0,0,0,0,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/updateEnsembleInfo,7,0,0,0,0,5,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/LedgerFragmentReplicator,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/replicate,5,0,0,0,0,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/replicateNextBatch,24,0,0,0,2,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/readComplete,24,0,0,0,1,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/safeOperationComplete,10,0,0,0,1,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/processResult,8,0,0,0,1,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/processResult,8,0,0,0,1,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/SingleFragmentCallback,7,0,0,0,0,5,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/operationComplete,26,0,0,0,1,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java/UpdateEnsembleCb,7,0,0,0,0,5,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getRC,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/ready,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/setLastConfirmed,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/LastConfirmedCtx,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getlastConfirmed,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/setRC,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/EnsembleInfo,5,0,0,0,0,3,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/ChangeEnsembleCb,4,0,0,0,0,1,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeOperationComplete,13,0,0,0,1,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/resolveConflict,17,0,0,0,2,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/ReReadLedgerMetadataCb,5,0,0,0,0,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeOperationComplete,12,0,0,0,2,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeOperationComplete,23,0,0,0,1,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/doAsyncAddEntry,31,0,0,0,2,6,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncReadLastConfirmed,17,0,0,0,0,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getDigestManager,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/writeLedgerConfig,4,0,0,0,0,1,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/recover,39,0,0,0,1,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncRecoveryAddEntry,4,0,0,0,0,5,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncClose,3,0,0,0,0,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readEntries,10,0,0,0,1,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/replaceBookieInMetadata,16,0,0,0,2,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncCloseInternal,68,0,0,0,0,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLedgerKey,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncAddEntry,4,0,0,0,0,5,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/sendAddSuccessCallbacks,11,0,0,0,2,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/unsetSuccessAndSendWriteRequest,5,0,0,0,1,1,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addEntry,3,0,0,0,0,1,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLastAddPushed,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getDistributionSchedule,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLedgerMetadata,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getId,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addToLength,4,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readLastConfirmed,11,0,0,0,2,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncReadEntries,12,0,0,0,1,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/errorOutPendingAdds,6,0,0,0,1,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLastAddConfirmed,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/handleUnrecoverableErrorDuringAdd,7,0,0,0,1,1,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncAddEntry,3,0,0,0,0,3,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLength,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/close,9,0,0,0,1,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/rereadMetadata,3,0,0,0,0,1,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/LedgerHandle,17,0,0,0,1,5,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/handleBookieFailure,20,0,0,0,2,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addEntry,12,0,0,0,1,3,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeOperationComplete,9,0,0,0,1,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/closeComplete,5,0,0,0,1,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addComplete,6,0,0,0,0,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeRun,63,0,0,0,1,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readLastConfirmedComplete,8,0,0,0,1,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readLastConfirmedDataComplete,11,0,0,0,1,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeRun,4,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeOperationComplete,25,0,0,0,2,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/closeComplete,8,0,0,0,1,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readComplete,9,0,0,0,1,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/CloseCb,3,0,0,0,0,0,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeOperationComplete,39,0,0,0,1,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/LedgerMetadata,12,0,0,0,0,5,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getState,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getEnsembles,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/addEnsemble,5,0,0,0,0,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/parseConfig,54,0,0,0,2,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/setLength,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/parseVersion1Config,35,0,0,0,4,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/serializeVersion1,20,0,0,0,2,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getEnsembleSize,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getEnsemble,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/resolveConflict,28,0,0,0,3,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/close,4,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getPassword,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getLength,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/isInRecovery,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/setState,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/LedgerMetadata,4,0,0,0,0,0,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getLastEntryId,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getAckQuorumSize,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/isClosed,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/markLedgerInRecovery,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/serialize,23,0,0,0,2,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/hasPassword,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getDigestType,8,0,0,0,1,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getWriteQuorumSize,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/setVersion,3,0,0,0,0,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getVersion,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getNextEnsembleChange,9,0,0,0,1,1,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/readLastConfirmedComplete,9,0,0,0,1,3,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/safeOperationComplete,11,0,0,0,1,2,0,yes
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/initiateWithoutRecovery,4,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/initiate,3,0,0,0,0,0,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/LedgerOpenOp,9,0,0,0,0,4,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/operationComplete,75,0,0,0,3,2,0,no
bookkeeper,release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/LedgerOpenOp,8,0,0,0,0,6,0,no
